id,definition,created_at,updated_at,name,parent_id,pft_type,modeltype_id
1000000145,PalEON PFT for Acer saccharinum ,2019-06-19 16:45:48.255864,2019-06-19 16:45:48.255864,Ace_saci,,plant,1000000006
1000000016,"",2015-11-06 13:44:41.63675,2018-11-28 21:14:55.727044,Ulmus.Americana_American.Elm,,plant,1000000002
1000000023,"",2015-11-06 13:46:23.815694,2017-07-18 21:46:05.009407,Acer.Rubrum_Red.Maple,,plant,1000000002
1000000029,"",2015-11-06 13:48:43.249968,2017-11-08 22:12:36.535285,Carya.Ovata_Shagbark.Hickory,,plant,1000000002
1000000015,"",2015-11-06 13:44:27.621088,2017-07-18 21:49:34.051988,Quercus.Rubra_Northern.Red.Oak,,plant,1000000002
1000000025,"",2015-11-06 13:47:07.80363,2017-07-18 21:50:12.821951,Betula.Lenta_Sweet.Birch,,plant,1000000002
1000000024,"",2015-11-06 13:46:50.532002,2017-07-18 21:50:43.427481,Acer.Saccharum_Sugar.Maple,,plant,1000000002
1000000033,"",2015-11-06 13:49:44.178657,2017-07-18 21:51:09.715816,Fraxinus.Americana_White.Ash,,plant,1000000002
1000000050,"",2015-11-06 13:54:51.846567,2017-07-18 21:51:56.975935,Quercus.Alba_White.Oak,,plant,1000000002
1000000063,"",2015-11-06 13:57:43.038526,2017-07-18 21:52:54.275628,Betula.Populifolia_Gray.Birch,,plant,1000000002
1000000059,"",2015-11-06 13:56:48.056202,2017-07-18 21:53:53.176851,Quercus.Velutina_Black.Oak,,plant,1000000002
1000000146,PalEON PFT for Betula alleghaniensis ,2019-06-19 16:46:22.021365,2019-06-19 16:46:22.021365,Bet_all,,plant,1000000006
1000000061,"",2015-11-06 13:57:12.314204,2016-07-13 19:46:37.879487,Ulmus Alata (Winged Elm),,plant,1000000002
1000000147,PalEON PFT for Quercus macrocarpa,2019-06-19 16:46:59.452193,2019-06-19 16:46:59.452193,Que_mac,,plant,1000000006
1000000148,PalEON PFT for Platanus occidentalis,2019-06-19 16:47:32.662836,2019-06-19 16:47:32.662836,Pla_occ,,plant,1000000006
1000000149,LPJGUESS PFT for Juglans nigra,2019-06-19 16:48:44.861583,2019-06-19 16:48:44.861583,Jug_nig,,plant,1000000006
1000000020,"",2015-11-06 13:45:39.115322,2016-07-13 19:33:17.98973,Tilia Americana (American Basswood),,plant,1000000002
1000000021,"",2015-11-06 13:45:53.779954,2016-07-13 19:33:34.27384,Abies Balsamea (Balsam Fir),,plant,1000000002
1000000022,"",2015-11-06 13:46:08.608974,2016-07-13 19:33:50.94101,Abies Fraseri (Fraser Fir),,plant,1000000002
1000000026,"",2015-11-06 13:47:27.939083,2016-07-13 19:35:14.59475,Carya Cordiformis (Bitternut Hickory),,plant,1000000002
1000000027,"",2015-11-06 13:48:03.516676,2016-07-13 19:35:32.114764,Carya Glabra (Pignut Hickory),,plant,1000000002
1000000028,"",2015-11-06 13:48:21.933633,2016-07-13 19:35:51.873527,Carya Laciniosa (Shellbark Hickory),,plant,1000000002
1000000030,"",2015-11-06 13:48:57.301858,2016-07-13 19:36:30.488994,Carya Texana (Black Hickory),,plant,1000000002
1000000031,"",2015-11-06 13:49:12.852241,2016-07-13 19:36:48.985751,Celtis Laevigata (Sugarberry),,plant,1000000002
1000000032,"",2015-11-06 13:49:29.861799,2016-07-13 19:37:11.909201,Cornus Florida (Flowering Dogwood),,plant,1000000002
1000000034,"",2015-11-06 13:49:57.99083,2016-07-13 19:37:44.07707,Fraxinus Nigra (Black Ash),,plant,1000000002
1000000035,"",2015-11-06 13:50:09.909051,2016-07-13 19:37:59.308216,Prunus Pensylvanica (Pin Cherry),,plant,1000000002
1000000036,"",2015-11-06 13:50:22.256246,2016-07-13 19:38:24.843702,Juglans Cinerea (Butternut),,plant,1000000002
1000000037,"",2015-11-06 13:50:34.823258,2016-07-13 19:38:41.432631,Juglans Nigra (Black Walnut),,plant,1000000002
1000000038,"",2015-11-06 13:50:47.261834,2016-07-13 19:38:59.361844,Juniperus Virginiana (Eastern Red Cedar),,plant,1000000002
1000000039,"",2015-11-06 13:51:00.472175,2016-07-13 19:39:24.707427,Liquidambar Styraciflua (Sweetgum),,plant,1000000002
1000000040,"",2015-11-06 13:51:13.886872,2016-07-13 19:39:42.241015,Liriodendron Tulipifera (Yellow or Tulip Poplar),,plant,1000000002
1000000041,"",2015-11-06 13:51:27.224854,2016-07-13 19:40:20.615065,Carpinus Caroliniana (American Hornbean),,plant,1000000002
1000000042,"",2015-11-06 13:51:38.767309,2016-07-13 19:40:38.418684,Picea Mariana (Black Spruce),,plant,1000000002
1000000043,"",2015-11-06 13:51:50.703902,2016-07-13 19:40:55.834424,Picea Rubens (Red Spruce),,plant,1000000002
1000000044,"",2015-11-06 13:52:01.952146,2016-07-13 19:41:28.321887,Pinus Banksiana (Jack Pine),,plant,1000000002
1000000045,"",2015-11-06 13:52:15.042427,2016-07-13 19:41:45.493434,Pinus Echinata (Shortleaf Pine),,plant,1000000002
1000000046,"",2015-11-06 13:52:37.653325,2016-07-13 19:42:01.86334,Pinus Resinosa (Red Pine),,plant,1000000002
1000000047,"",2015-11-06 13:52:50.49085,2016-07-13 19:42:21.605234,Pinus Taeda (Loblolly Pine),,plant,1000000002
1000000048,"",2015-11-06 13:53:08.506062,2016-07-13 19:42:40.425576,Pinus Virginiana (Virginia Pine),,plant,1000000002
1000000049,"",2015-11-06 13:54:31.635374,2016-07-13 19:42:58.012887,Platanus Occidentalis (American Sycamore),,plant,1000000002
1000000052,"",2015-11-06 13:55:12.869971,2016-07-13 19:43:48.168009,Quercus Falcata (Southern Red Oak),,plant,1000000002
1000000058,"",2015-11-06 13:56:23.105929,2016-07-13 19:45:49.122311,Quercus Stellata (Post Oak),,plant,1000000002
1000000060,species not in database,2015-11-06 13:57:00.196305,2016-07-13 19:46:23.123255,Tilia Heterophylla (White Basswood),,plant,1000000002
1000000062,species not in database,2015-11-06 13:57:29.705412,2016-07-13 19:46:56.355263,Aesculus Octandra (Yellow Buckeye),,plant,1000000002
1000000017,"",2015-11-06 13:44:55.436242,2018-11-28 21:16:28.954109,Larix.Laricina_Tamarack,,plant,1000000002
1000000185,"fake PFT associated with fake cogongrass species ""sudoCogongrass"" to isolate the influence of priors on trait uncertainty. ",2021-05-26 18:14:15.143959,2021-05-26 18:14:15.143959,sudoCogongrass,,plant,1
1000000150,PalEON PFT for Fraxinus pennsylvanica,2019-06-19 16:49:25.656685,2019-06-19 16:49:25.656685,Fra_pen,,plant,1000000006
1000000151,PalEON PFT for Quercus coccinea,2019-06-19 16:50:01.864293,2019-06-19 16:50:01.864293,Que_coc,,plant,1000000006
1000000019,not sure why I can't delete it,2015-11-06 13:45:25.281882,2018-11-28 21:52:41.025504,XXXPopulus.Tremuloides_Quacking.Aspen_OLD,,plant,1000000002
1000000064,"",2015-11-06 13:57:54.198887,2016-07-13 19:47:32.858332,Betula Papyrifera (Paper Birch),,plant,1000000002
1000000070,"",2015-11-06 13:59:04.199406,2016-07-13 19:49:15.095491,Quercus Palustris (Pin Oak),,plant,1000000002
1000000071,"",2015-11-06 13:59:17.485672,2016-07-13 19:49:36.360278,Quercus Virginiana (Southern Live Oak),,plant,1000000002
1000000132,Cloned from broadleaf_evergreen_tropical_tree with added priors for ED_hydro.,2018-12-07 02:53:52.279957,2018-12-07 02:58:43.329772,ED_tropical,1000000123,plant,1
1000000113,Cloned from - Created by XF to use with early successional trees in Luquillo. Corresponds with ED default PFT 4.,2018-04-20 16:23:34.949814,2018-07-24 15:38:46.330381,luquillo_tropical,2000000006,plant,3
1000000051,"",2015-11-06 13:55:01.46642,2016-07-13 19:43:33.616504,Quercus Coccinea (Scarlet Oak),,plant,1000000002
1000000053,"",2015-11-06 13:55:25.758238,2016-07-13 19:44:16.182454,Quercus Lyrata (Overcup Oak),,plant,1000000002
1000000054,"",2015-11-06 13:55:36.827497,2016-07-13 19:44:32.42137,Quercus Marilandica (Blackjack Oak),,plant,1000000002
1000000056,"",2015-11-06 13:56:00.64794,2016-07-13 19:45:08.807647,Quercus Prinus (Chestnut Oak),,plant,1000000002
1000000057,"",2015-11-06 13:56:11.002607,2016-07-13 19:45:26.195229,Quercus Shumardii (Shumard's Oak),,plant,1000000002
1000000078,Species not in database because it is the same as Quercus rubra,2015-11-06 14:00:53.477589,2016-07-13 19:52:28.628398,Quercus Borealis (Northern Red Oak),,plant,1000000002
1000000096,A pft for the Duke FACE site ,2017-08-08 22:34:41.10784,2017-12-08 01:15:42.56105,Duke.loblolly,,plant,1000000008
1000000075,"",2015-11-06 14:00:13.815155,2017-07-18 21:52:22.673281,Prunus.Serotina_Black.Cherry,,plant,1000000002
1000000065,"",2015-11-06 13:58:05.431727,2016-07-13 19:47:47.167416,Fraxinus Quadrangulata (Blue Ash),,plant,1000000002
1000000066,"",2015-11-06 13:58:17.110179,2016-07-13 19:48:01.631189,Populus Balsamifera (Balsam Poplar),,plant,1000000002
1000000067,"",2015-11-06 13:58:29.508983,2016-07-13 19:48:18.950386,Populus Grandidentata (Bigtooth Aspen),,plant,1000000002
1000000068,"",2015-11-06 13:58:40.045033,2016-07-13 19:48:35.095444,Quercus Macrocarpa (Bur Oak),,plant,1000000002
1000000069,"",2015-11-06 13:58:52.778547,2016-07-13 19:48:55.65365,Quercus Muehlenbergii (Chinkapin Oak),,plant,1000000002
1000000073,"",2015-11-06 13:59:42.537049,2016-07-13 19:50:06.429665,Nyssa Sylvatica (Blackgum),,plant,1000000002
1000000074,"",2015-11-06 13:59:56.083348,2016-07-13 19:50:27.329477,Ostrya Virginiana (Eastern Hophornbeam),,plant,1000000002
1000000076,"",2015-11-06 14:00:25.591399,2016-07-13 19:51:01.353526,Pinus Rigida (Pitch Pine),,plant,1000000002
1000000077,"",2015-11-06 14:00:40.111336,2016-07-13 19:51:20.515486,Quercus ellipsoidalis (Northern Pin Oak),,plant,1000000002
1000000097,"Semiarid grassland species: grass-dominated, but including some shrubs found in grasslands. Species from both southwestern US and Great Plains. Species list cloned from SIPNET semiarid.grassland but priors updated for DALEC.",2017-08-17 15:40:22.719902,2017-08-17 16:33:02.562587,semiarid.grassland,1000000095,plant,1000000001
1000000095,"Semiarid grassland species: grass-dominated, but including some shrubs found in grasslands. Species from both southwestern US and Great Plains. ",2017-08-02 20:56:49.231225,2017-08-17 16:33:23.194384,semiarid.grassland,2000000017,plant,3
1000000122,Created for running models at Barro Colorado Island,2018-10-26 15:09:35.188867,2018-10-26 15:09:35.188867,tropics_BCI,,plant,1000000006
1000000098,"This PFT is for small, shrub-height, understory palms such as Saw Palmetto. This PFT is relevant to ecosystems like the southeastern pine forests. It is in contrast to canopy hight, or tree hight palms (Large_palms). ",2017-08-29 15:06:14.513935,2017-08-29 15:06:14.513935,Small_Palms,,plant,1
1000000099,Early successional hardwood for eastern temperate forest. Default pft = 9. Archetypes are poplar and birch. May want to split into northern and southern types (e.g. sweetgum and tulip poplar),2017-08-31 19:40:50.029976,2017-08-31 19:41:33.257172,temperate.Early_Hardwood.IF,16,plant,1
1000000100,"Late successional conifer (e.g. hemlock, juniper, cedar) for eastern temperate forest.  Default pft = 8.",2017-08-31 20:23:19.802757,2017-08-31 20:24:36.46205,temperate.Late_Conifer.IF,19,plant,1
1000000116,Soil biogeochemical parameters,2018-07-04 20:06:36.20835,2018-07-04 20:06:55.669143,soil.ALL,1000000085,plant,3
1000000152,PalEON PFT for Tilia americana,2019-06-19 16:50:48.631969,2019-06-19 16:50:48.631969,Til_ame,,plant,1000000006
1000000153,PalEON PFT for Celtis occidentalis,2019-06-19 16:55:13.421415,2019-06-19 16:55:13.421415,Cel_occ,,plant,1000000006
1000000154,PalEON PFT for Carya glabra,2019-06-19 16:56:02.679698,2019-06-19 16:56:02.679698,Car_gla,,plant,1000000006
1000000114,"Semiarid grassland species: grass-dominated, but including some shrubs found in grasslands. Species from both southwestern US and Great Plains. Tweaked for Walnut Gulch Kendall Grasslands.",2018-05-14 21:25:19.869712,2018-05-17 21:13:22.198895,semiarid.grassland-kendall,1000000095,plant,3
1000000155,PalEON PFT for Carya ovata,2019-06-19 16:56:35.956585,2019-06-19 16:56:35.956585,Car_ova,,plant,1000000006
1000000156,PalEON PFT for Picea rubens,2019-06-19 16:57:09.906884,2019-06-19 16:57:09.906884,Pic_rub,,plant,1000000006
1000000157,PalEON PFT for Abies balsamea,2019-06-19 16:57:46.062916,2019-06-19 16:57:46.062916,Abi_bal,,plant,1000000006
1000000181,"Copied from ED2 PFT (Default pft = 9.) Early successional hardwood for eastern temperate forest. Archetypes are poplar and birch. May want to split into northern and southern types (e.g. sweetgum and tulip poplar) life_form: broad_leaved, cold_deciduous",2021-02-20 09:39:07.516909,2021-02-23 18:06:22.515852,Te.E_H,1000000180,plant,1000000006
1000000168,"Semiarid grassland species: grass-dominated, but including some shrubs found in grasslands. Species from both southwestern US and Great Plains. ",2019-09-23 14:54:27.703783,2019-09-23 14:54:37.465825,semiarid.grassland_HPDA,1000000095,plant,3
1000000193,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 19:49:33.549617,2021-06-10 19:51:11.806768,fake_cogongrass_no_fineroot2leaf,1000000093,plant,1
1000000194,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 19:51:16.573648,2021-06-10 19:53:09.807731,fake_cogongrass_no_root_turnover,1000000093,plant,1
1000000163,PalEON PFT for Betula populifolia,2019-06-19 18:04:21.952329,2019-06-19 18:04:21.952329,Bet_pop,,plant,1000000006
1000000112,"DALEC evergreen.

Species copied from ED2_temperate.Southern_Pine. Southern Pine (early successional conifer) for eastern temperate forest. Archetypes are loblolly, slash, and long-leaf pines.

t1: litter_decomposition_to_SOM
t2: autotrophic_respiration_fraction
t3: leaf_allocation_fraction
t4: root_allocation_fraction
t5: leaf_turnover_rate/365
t6: wood_turnover_rate/365
t7: root_turnover_rate/365
t8: litter_respiration_rate
t9: som_respiration_rate",2017-12-09 20:47:10.926867,2019-10-31 03:03:13.819169,temperate.Southern_Pine,1000000001,plant,1000000001
1000000182,"Copied from ED2 PFT (Default pft = 7.) Southern Pine (early successional conifer) for eastern temperate forest. Archetypes are loblolly, slash, and long-leaf pines. life_form = evergreen
",2021-02-20 09:45:35.118372,2021-02-23 18:06:22.515852,Te.S_P,20,plant,1000000006
1000000201,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-11 14:14:41.862855,2021-06-11 14:15:32.948459,fake_cogongrass_no_Vcmax,1000000198,plant,1
1000000101,Late successional hardwood species for eastern temperate forest.  This corresponds to ED's PFT 11. Archetypes would be sugar maple and beech.,2017-08-31 20:26:07.747925,2017-08-31 20:27:46.205126,temperate.Late_Hardwood.IF,15,plant,1
1000000187,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 18:59:44.259299,2021-06-10 19:08:06.747818,cogongrass_no_growth_resp_factor,25,plant,1
1000000102,"Northern half of midsuccessional temperate hardwoods (e.g. oak, hickory, ash).  Default PFT = 10.",2017-08-31 20:28:52.00004,2017-08-31 20:30:03.381169,temperate.North_Mid_Hardwood.IF,21,plant,1
1000000188,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 18:59:48.16015,2021-06-10 19:34:14.740667,cogongrass_leaf_turnover_rate,1000000187,plant,1
1000000196,"A cloned version of  D. LeBauer for use with Switchgrass at EBI Farm for the DOE Variance Decomposition Synthesis. It it used as a preliminary step to model a related grass, cogongrass. Created by Tempest McCabe April 2017. This is different than cogongrass in that it is a literal clone of the switchgrass PFT. The species associated is cogongrass. ",2021-06-10 20:05:51.808146,2021-06-10 20:05:51.808146,cogongrass2-copy,1000000093,plant,1
1000000200,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 20:44:48.16397,2021-06-11 14:13:48.840335,fake_cogongrass_no_SLA,1000000198,plant,1
1000000197,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 20:37:50.029303,2021-06-10 20:40:10.211175,fake_cogongrass_no_r_fract,1000000092,plant,1
1000000202,"",2021-06-11 14:16:11.988573,2021-06-11 14:16:47.105087,fake_cogongrass_no_water_conductance,1000000198,plant,1
1000000199,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 20:40:37.43148,2021-06-10 20:43:53.958805,fake_cogongrass_no_root_respiration_rate,1000000198,plant,1
1000000198,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 20:40:32.401348,2021-06-11 14:17:55.22236,fake_cogongrass_no_quantum_efficiency,1000000092,plant,1
1000000018,"",2015-11-06 13:45:10.765478,2018-11-28 21:13:34.146702,Fraxinus.Pennsylvanica_Green.Ash,,plant,1000000002
1000000072,"",2015-11-06 13:59:29.743868,2018-11-28 21:14:25.685657,Thuja.Occidentalis_Northern.White.Cedar,,plant,1000000002
1000000125,"",2018-11-28 21:15:43.96036,2018-11-28 21:15:43.96036,Populus.Tremuloides_Quacking.Aspen,,plant,1000000002
1000000126,Shade-tolerant tropical broadleaved evergreen tree - Global PFT,2018-11-29 21:35:06.79217,2018-11-29 21:35:20.867756,TrBE,1000000121,plant,3
1000000158,PalEON PFT for Picea mariana,2019-06-19 17:02:52.820412,2019-06-19 17:02:52.820412,Pic_mar,,plant,1000000006
1000000159,PalEON PFT for Picea glauca ,2019-06-19 17:03:36.946318,2019-06-19 17:03:36.946318,Pic_gla,,plant,1000000006
1000000176,test - not real,2020-03-12 18:54:12.994103,2020-03-12 18:54:12.994103,test,,plant,1000000012
1000000167,Soil biogeochemical parameters,2019-09-17 13:01:35.01334,2019-09-23 14:06:56.550939,soil.ALL_Arid_GrassHPDA,1000000116,plant,3
1000000184,Generic PFT for temperate coniferous trees.,2021-03-29 05:15:21.52151,2021-03-29 05:15:21.52151,temperate.coniferous-copy,1000000083,plant,1000000008
1000000179,"Cloned from ED_tropical to include uninformative priors for leaf biomass (b1Bl, b2Bl) and rooting depth (b1Rd, b2Rd) allometric parameters that have separate informative prior entries in BETY. Note: this will no longer be necessary when we have multivariate meta-analysis implemented.  ~Betsy",2021-01-22 04:37:46.102266,2021-01-23 21:25:18.648276,ED_tropical_uc,1000000132,plant,1
1000000186,"A cloned version of  D. LeBauer for use with Switchgrass at EBI Farm for the DOE Variance Decomposition Synthesis. It it used as a preliminary step to model a related grass, cogongrass. Created by Tempest McCabe April 2017. This is different than cogongrass in that it is a literal clone of the switchgrass PFT. The species associated is cogongrass. ",2021-05-27 17:02:05.276196,2021-05-27 17:02:55.484309,sudoCogongrass2,1000000093,plant,1
1000000118,SIPNET Temperate Deciduous  PFT with priors on all parameters,2018-07-12 15:18:13.824965,2020-08-06 07:50:47.95728,temperate.deciduous.HPDA,1000000115,plant,3
1000000117,Soil biogeochemical parameters,2018-07-12 14:36:02.290483,2020-08-06 07:51:22.969145,soil.HPDA,1000000116,plant,3
1000000180,Early successional hardwood for eastern temperate forest. Default pft = 9. Archetypes are poplar and birch. May want to split into northern and southern types (e.g. sweetgum and tulip poplar),2021-02-20 09:38:46.956083,2021-02-20 09:38:46.956083,temperate.Early_Hardwood-copy,16,plant,1
1000000174,Pinus sylvestris,2019-12-04 10:26:04.109749,2019-12-04 10:26:04.109749,Pin_syl,,plant,1000000006
1000000172,Cloned from broadleaf_evergreen_tropical_tree with added priors for ED_hydro.,2019-11-01 19:53:48.046675,2019-11-01 19:57:04.481759,ED_tropical_demo,1000000132,plant,1
1000000175,timothy (Phleum pratense L.),2019-12-11 06:53:31.714695,2019-12-12 13:14:49.802856,timothy,,plant,1000000014
1000000162,PalEON PFT for Betula lenta,2019-06-19 18:03:26.984655,2019-06-19 18:03:26.984655,Bet_len,,plant,1000000006
1000000183,"Copied from ED2 PFT (Default pft = 7.) Southern Pine (early successional conifer) for eastern temperate forest. Archetypes are loblolly, slash, and long-leaf pines.",2021-02-23 19:49:50.604038,2021-02-23 19:50:51.668557,temperate.Southern_Pine,20,plant,1000000008
1000000173,Cloned from broadleaf_evergreen_tropical_tree with added priors for ED_hydro.,2019-11-01 19:54:46.336686,2019-11-01 19:58:48.230228,ED_tropical_hydro_demo,1000000131,plant,1
1000000127,Created for running models at Barro Colorado Island,2018-11-29 22:04:08.165988,2018-11-29 22:04:17.395165,tropics_BCI,1000000122,plant,3
1000000189,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one  param. This is missing the prior and data for mort2,2021-06-10 18:59:53.21698,2021-06-10 19:04:45.259756,Cogongrass_no_mort,1000000188,plant,1
1000000190,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 19:34:17.097189,2021-06-10 19:34:17.097189,cogongrass_leaf_turnover_rate-copy,1000000188,plant,1
1000000195,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 19:53:17.670057,2021-06-10 20:05:34.161174,fake_cogongrass_no_stomatal_slope,1000000093,plant,1
1000000191,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 19:46:27.266154,2021-06-10 19:47:34.127544,fake_cogongrass_no_mort,1000000093,plant,1
1000000192,A cogongrass PFT that is a clone of the switchgrass PFT but missing the prior for one param. ,2021-06-10 19:47:44.18195,2021-06-10 19:49:26.021425,fake_cogongrass_no_growthresp_factor,1000000093,plant,1
1000000164,PalEON PFT for Hamamelis virginiana,2019-06-19 18:05:40.221417,2019-06-19 18:05:40.221417,Ham_vir,,plant,1000000006
2000000009,PFT for testing,2016-09-15 13:21:35.576286,2016-09-15 13:21:35.576286,maat.testing1,,plant,2000000001
2000000007,Basic all plants PFT for the MAAT model.  Cloned from an ED2 example,2016-04-11 15:00:39.008867,2016-04-11 15:03:10.154362,maat.all.plants,95,plant,2000000001
2000000008,Test tropical PFT for MAAT,2016-04-11 15:36:51.83085,2016-04-11 15:39:19.68229,luquillo.late_tropical,121,plant,2000000001
2000000013,"",2016-12-01 13:21:00.547114,2016-12-01 13:23:32.234472,broadleaf_evergreen_tropical_tree.2,1000000089,plant,1000000009
2000000015,"",2016-12-08 18:16:29.115932,2016-12-08 18:16:48.692368,tundra.deciduous.NGEE_Arctic,13,plant,1
2000000024,"",2017-11-15 19:46:22.139485,2017-11-15 19:46:22.139485,boreal.coniferous,,plant,3
2000000016,"",2016-12-08 18:44:27.979785,2016-12-08 18:45:13.075383,tundra.grass.NGEE_Arctic,12,plant,1
2000000026,"",2017-11-19 11:50:19.379602,2017-11-19 11:50:31.6823,boreal.coniferous.2,2000000024,plant,3
2000000017,"",2016-12-09 17:13:33.813582,2016-12-09 17:14:13.357086,tundra.deciduous.NGEE_Arctic,2000000015,plant,3
2000000040,CMT04 - Shrub tundra community type.  PFT: Sedges,2018-06-20 16:44:24.441918,2018-10-05 20:50:28.600059,CMT04-Sedges,2000000031,plant,4
2000000018,"",2016-12-09 17:46:05.052099,2016-12-09 17:46:45.112803,tundra.evergreen.NGEE_Arctic,14,plant,3
2000000032,"",2017-11-28 18:40:10.618275,2017-11-28 18:40:10.618275,tropical.panama_pnm,,plant,2000000001
2000000036,Tropical PFT for the Panama canopy crane sites.  Medlyn stomatal slope implementation,2017-12-01 20:50:33.236443,2017-12-01 20:51:41.437307,tropical.panama_medlyn_noSPP,2000000033,plant,2000000001
2000000028,CMT06 - Wet Sedge Tundra.  PFT Forbs,2017-11-24 14:20:51.397895,2017-11-24 14:50:01.448807,CMT06-Forbs,,plant,4
2000000043,Generic PFT for temperate evergreen needleleaf trees. Good for SIPNET model runs.,2018-08-03 14:22:17.479519,2018-08-03 14:23:07.941479,temperate.needleleaf.evergreen,42,plant,3
2000000045,SIPNET Temperate Deciduous PFT with priors on all parameters,2018-08-29 13:04:31.602251,2018-08-29 13:05:06.892954,temperate.broadleaf.deciduous,1000000115,plant,3
2000000035,CMT05 - Tussock tundra community type.  PFT: Betula,2017-11-30 19:20:24.086371,2018-10-05 20:51:08.376758,CMT05-Betula,,plant,4
2000000030,CMT06 - Wet Sedge Tundra.  PFT Grasses,2017-11-24 14:59:37.914775,2017-11-24 15:01:03.164565,CMT06-Grasses,2000000029,plant,4
2000000029,CMT06 - Wet Sedge Tundra.  PFT Sedges,2017-11-24 14:55:22.822015,2017-11-24 15:27:12.787488,CMT06-Sedges.OLD,2000000028,plant,4
2000000031,CMT06 - Wet Sedge Tundra.  PFT Sedges,2017-11-24 15:27:42.844738,2017-11-24 15:27:42.844738,CMT06-Sedges,,plant,4
2000000052,"",2018-10-12 13:51:18.31727,2018-10-12 13:51:18.31727,tropical.panama_pnm_medlyn,,plant,2000000001
2000000047,"DALEC temperate.broadleaf.deciduous

Species copied from SIPNET:
temperate.broadleaf.deciduous",2018-09-26 19:39:06.126261,2018-09-26 19:39:26.807618,temperate.broadleaf.deciduous,2000000045,plant,1000000001
2000000042,"CMT04 Shrub tundra community type - Salix PFT, variant 1",2018-06-20 17:48:03.871795,2018-11-12 19:22:28.672513,CMT04-Salix.1,,plant,4
2000000056,CMT04 - Shrub tundra community type. PFT: Forbs,2018-10-26 00:23:06.523231,2018-10-26 00:23:23.415948,CMT04-Forbs,2000000055,plant,4
2000000057,CMT04 - Shrub tundra community type. PFT: Grasses,2018-10-26 00:24:59.984172,2018-10-26 00:26:08.003373,CMT04-Grasses,2000000055,plant,4
2000000067,CMT06 - Wet Sedge community type. PFT: Decid,2018-11-12 21:41:42.62872,2018-11-12 21:42:13.649075,CMT06-Decid,2000000061,plant,4
2000000058,CMT04 - Shrub tundra community type. PFT: Lichens,2018-10-26 00:26:54.741307,2018-10-26 00:27:41.996793,CMT04-Lichens,2000000055,plant,4
2000000077,CMT04 - Shrub tundra community type. PFT: Decid,2018-11-27 21:14:38.284372,2018-11-27 21:25:45.697151,CMT04-Decid,2000000055,plant,4
2000000059,CMT04 - Shrub tundra community type. PFT: Feather,2018-10-26 00:28:15.891486,2018-10-26 00:28:41.017745,CMT04-Feather,2000000055,plant,4
2000000068,CMT06 - Wet Sedge community type. PFT: Lichens,2018-11-12 21:42:23.909499,2018-11-12 21:44:51.974729,CMT06-Lichens,2000000067,plant,4
2000000069,CMT06 - Wet Sedge community type. PFT: Feather,2018-11-12 21:45:13.655417,2018-11-12 21:45:31.740826,CMT06-Feather,2000000067,plant,4
2000000070,CMT06 - Wet Sedge community type. PFT: Sphag,2018-11-12 21:45:37.679081,2018-11-12 21:45:58.442359,CMT06-Sphag,2000000067,plant,4
2000000071,CMT07 - Heath Tundra community type. PFT: Decid,2018-11-12 21:52:24.786997,2018-11-12 21:52:51.942805,CMT07-Decid,2000000067,plant,4
2000000072,CMT07 - Heath Tundra community type. PFT: EGreen,2018-11-12 21:52:55.855646,2018-11-12 21:53:12.802841,CMT07-EGreen,2000000071,plant,4
2000000073,CMT07 - Heath Tundra community type. PFT: Forbs,2018-11-12 21:53:18.654044,2018-11-12 21:53:33.548716,CMT07-Forbs,2000000071,plant,4
2000000049,"MAAT model PFT based on species listed at SLZ site in Norby et al 2016 and Jin Wu, unpublished.",2018-10-09 16:10:02.260264,2018-10-09 16:11:39.946691,tropical.panama_slz_medlyn,,plant,2000000001
2000000074,CMT07 - Heath Tundra community type. PFT: Lichens,2018-11-12 21:53:41.613048,2018-11-12 21:53:55.766705,CMT07-Lichens,2000000071,plant,4
2000000041,created by DW for use with poplar,2018-06-20 17:46:37.978367,2018-06-20 17:46:37.978367,tempdecid-copy,4,plant,1
2000000075,CMT07 - Heath Tundra community type. PFT: Grasses,2018-11-12 21:54:10.570762,2018-11-12 21:54:25.494599,CMT07-Grasses,2000000071,plant,4
2000000025,Shrub tundra community type - Salix PFT,2017-11-17 21:00:36.40943,2017-11-17 21:00:36.40943,CMT04-Salix-copy,136,plant,4
