treatment_id,management_id,created_at,updated_at,id
52,119,,,349
52,120,,,350
52,121,,,351
52,125,,,352
52,127,,,353
52,128,,,354
52,129,,,355
52,817,,,356
52,818,,,357
52,820,,,358
52,821,,,359
52,822,,,360
52,823,,,361
52,824,,,362
53,118,,,363
53,119,,,364
53,120,,,365
53,121,,,366
53,126,,,367
53,127,,,368
53,128,,,369
53,129,,,370
53,817,,,371
53,818,,,372
53,819,,,373
53,820,,,374
53,821,,,375
53,822,,,376
53,823,,,377
53,824,,,378
54,46,,,379
54,47,,,380
54,48,,,381
54,49,,,382
54,50,,,383
54,51,,,384
54,52,,,385
54,53,,,386
54,54,,,387
54,55,,,388
54,56,,,389
54,57,,,390
54,58,,,391
54,59,,,392
54,60,,,393
54,61,,,394
54,62,,,395
54,63,,,396
54,64,,,397
54,65,,,398
54,66,,,399
54,67,,,400
54,68,,,401
54,69,,,402
55,111,,,403
55,112,,,404
55,113,,,405
55,114,,,406
55,115,,,407
55,116,,,408
55,117,,,409
56,39,,,410
56,40,,,411
56,41,,,412
56,44,,,413
56,45,,,414
57,866,,,415
58,1049,,,416
58,1050,,,417
58,1055,,,418
58,1056,,,419
58,1057,,,420
58,1058,,,421
58,1059,,,422
58,1060,,,423
58,1061,,,424
58,1062,,,425
58,1063,,,426
58,1064,,,427
58,1065,,,428
58,1066,,,429
58,1067,,,430
58,1068,,,431
59,1051,,,432
59,1052,,,433
59,1055,,,434
59,1056,,,435
59,1057,,,436
59,1058,,,437
59,1059,,,438
59,1060,,,439
59,1061,,,440
59,1062,,,441
59,1063,,,442
59,1064,,,443
59,1065,,,444
59,1066,,,445
59,1067,,,446
59,1068,,,447
60,1053,,,448
60,1054,,,449
60,1055,,,450
60,1056,,,451
60,1057,,,452
60,1058,,,453
60,1059,,,454
60,1060,,,455
60,1061,,,456
60,1062,,,457
60,1063,,,458
60,1064,,,459
60,1065,,,460
60,1066,,,461
60,1067,,,462
60,1068,,,463
61,544,,,464
61,550,,,465
61,551,,,466
61,552,,,467
61,560,,,468
61,561,,,469
61,562,,,470
62,1417,,,471
62,1418,,,472
62,1419,,,473
62,1420,,,474
62,1421,,,475
62,1422,,,476
62,1423,,,477
62,1424,,,478
62,1425,,,479
62,1426,,,480
62,1427,,,481
62,1428,,,482
62,1429,,,483
62,1430,,,484
62,1431,,,485
62,1432,,,486
62,1433,,,487
71,1416,,,488
71,1417,,,489
71,1418,,,490
71,1419,,,491
71,1420,,,492
71,1421,,,493
71,1422,,,494
71,1423,,,495
71,1424,,,496
71,1425,,,497
71,1426,,,498
71,1427,,,499
71,1428,,,500
71,1429,,,501
71,1430,,,502
71,1431,,,503
71,1432,,,504
71,1433,,,505
72,1416,,,506
72,1417,,,507
72,1418,,,508
72,1419,,,509
72,1420,,,510
72,1421,,,511
72,1422,,,512
72,1423,,,513
72,1424,,,514
72,1425,,,515
72,1426,,,516
72,1427,,,517
72,1428,,,518
72,1429,,,519
72,1430,,,520
72,1431,,,521
72,1432,,,522
72,1433,,,523
73,1416,,,524
73,1417,,,525
73,1418,,,526
73,1419,,,527
73,1420,,,528
73,1421,,,529
73,1422,,,530
73,1423,,,531
73,1424,,,532
73,1425,,,533
73,1426,,,534
73,1427,,,535
73,1428,,,536
73,1429,,,537
73,1430,,,538
73,1431,,,539
73,1432,,,540
73,1433,,,541
74,1416,,,542
74,1417,,,543
74,1418,,,544
74,1419,,,545
74,1420,,,546
74,1421,,,547
74,1422,,,548
74,1423,,,549
74,1424,,,550
74,1425,,,551
74,1426,,,552
74,1427,,,553
74,1428,,,554
74,1429,,,555
74,1430,,,556
74,1431,,,557
74,1432,,,558
74,1433,,,559
75,1416,,,560
75,1417,,,561
75,1418,,,562
75,1419,,,563
75,1420,,,564
75,1421,,,565
75,1422,,,566
75,1423,,,567
75,1424,,,568
75,1425,,,569
75,1426,,,570
75,1427,,,571
75,1428,,,572
75,1429,,,573
75,1430,,,574
75,1431,,,575
75,1432,,,576
75,1433,,,577
76,1416,,,578
76,1417,,,579
76,1418,,,580
76,1419,,,581
76,1420,,,582
76,1421,,,583
76,1422,,,584
76,1423,,,585
76,1424,,,586
76,1425,,,587
76,1426,,,588
76,1427,,,589
76,1428,,,590
76,1429,,,591
76,1430,,,592
76,1431,,,593
76,1432,,,594
76,1433,,,595
63,1416,,,596
63,1417,,,597
63,1418,,,598
63,1419,,,599
63,1420,,,600
63,1421,,,601
63,1422,,,602
63,1423,,,603
63,1424,,,604
63,1425,,,605
63,1426,,,606
63,1427,,,607
63,1428,,,608
63,1429,,,609
63,1430,,,610
63,1431,,,611
63,1432,,,612
63,1433,,,613
64,1416,,,614
64,1417,,,615
64,1418,,,616
64,1419,,,617
64,1420,,,618
64,1421,,,619
64,1422,,,620
64,1423,,,621
64,1424,,,622
64,1425,,,623
64,1426,,,624
64,1427,,,625
64,1428,,,626
64,1429,,,627
64,1430,,,628
64,1431,,,629
64,1432,,,630
64,1433,,,631
65,1416,,,632
65,1417,,,633
65,1418,,,634
65,1419,,,635
65,1420,,,636
65,1421,,,637
65,1422,,,638
65,1423,,,639
65,1424,,,640
65,1425,,,641
65,1426,,,642
65,1427,,,643
65,1428,,,644
65,1429,,,645
65,1430,,,646
65,1431,,,647
65,1432,,,648
65,1433,,,649
66,1416,,,650
66,1417,,,651
66,1418,,,652
66,1419,,,653
66,1420,,,654
66,1421,,,655
66,1422,,,656
66,1423,,,657
66,1424,,,658
66,1425,,,659
66,1426,,,660
66,1427,,,661
66,1428,,,662
66,1429,,,663
66,1430,,,664
66,1431,,,665
66,1432,,,666
66,1433,,,667
67,1416,,,668
67,1417,,,669
67,1418,,,670
67,1419,,,671
67,1420,,,672
67,1421,,,673
67,1422,,,674
67,1423,,,675
67,1424,,,676
67,1425,,,677
67,1426,,,678
67,1427,,,679
67,1428,,,680
67,1429,,,681
67,1430,,,682
67,1431,,,683
67,1432,,,684
67,1433,,,685
68,1416,,,686
68,1417,,,687
68,1418,,,688
68,1419,,,689
68,1420,,,690
68,1421,,,691
68,1422,,,692
68,1423,,,693
68,1424,,,694
68,1425,,,695
68,1426,,,696
68,1427,,,697
68,1428,,,698
68,1429,,,699
68,1430,,,700
68,1431,,,701
68,1432,,,702
68,1433,,,703
69,1416,,,704
69,1417,,,705
69,1418,,,706
69,1419,,,707
69,1420,,,708
69,1421,,,709
69,1422,,,710
69,1423,,,711
69,1424,,,712
69,1425,,,713
69,1426,,,714
69,1427,,,715
69,1428,,,716
69,1429,,,717
69,1430,,,718
69,1431,,,719
69,1432,,,720
69,1433,,,721
70,1416,,,722
70,1417,,,723
70,1418,,,724
70,1419,,,725
70,1420,,,726
70,1421,,,727
70,1422,,,728
70,1423,,,729
70,1424,,,730
70,1425,,,731
70,1426,,,732
70,1427,,,733
70,1428,,,734
70,1429,,,735
70,1430,,,736
70,1431,,,737
70,1432,,,738
70,1433,,,739
77,542,,,740
77,550,,,741
77,551,,,742
77,552,,,743
77,554,,,744
77,555,,,745
77,556,,,746
78,955,,,747
79,955,,,748
79,956,,,749
80,955,,,750
80,957,,,751
81,545,,,752
81,550,,,753
81,551,,,754
81,552,,,755
81,563,,,756
81,564,,,757
81,565,,,758
82,546,,,759
82,547,,,760
82,548,,,761
82,549,,,762
82,550,,,763
82,551,,,764
82,552,,,765
82,566,,,766
82,567,,,767
82,568,,,768
83,1144,,,769
83,1145,,,770
83,1146,,,771
83,1147,,,772
83,1148,,,773
83,1149,,,774
83,1150,,,775
83,1151,,,776
83,1152,,,777
83,1153,,,778
83,1154,,,779
83,1155,,,780
83,1156,,,781
83,1157,,,782
83,1158,,,783
83,1159,,,784
83,1160,,,785
83,1161,,,786
83,1162,,,787
83,1163,,,788
83,1164,,,789
83,1165,,,790
83,1166,,,791
83,1167,,,792
83,1168,,,793
83,1169,,,794
83,1170,,,795
83,1171,,,796
83,1172,,,797
84,543,,,798
84,550,,,799
84,551,,,800
84,552,,,801
84,557,,,802
84,558,,,803
84,559,,,804
85,1225,,,805
85,1226,,,806
85,1228,,,807
85,1229,,,808
85,1230,,,809
86,1225,,,810
86,1227,,,811
86,1228,,,812
86,1229,,,813
86,1230,,,814
87,979,,,815
87,980,,,816
88,988,,,817
88,989,,,818
88,990,,,819
88,991,,,820
88,992,,,821
88,993,,,822
88,994,,,823
88,995,,,824
88,996,,,825
662,1561,,,826
662,1562,,,827
662,1563,,,828
662,1564,,,829
662,1565,,,830
662,1566,,,831
662,1567,,,832
662,1568,,,833
662,1569,,,834
662,1570,,,835
662,1571,,,836
90,997,,,837
91,997,,,838
92,997,,,839
93,997,,,840
95,23,,,841
95,24,,,842
96,23,,,843
96,24,,,844
96,27,,,845
97,19,,,846
97,20,,,847
98,15,,,848
98,17,,,849
99,19,,,850
99,20,,,851
100,15,,,852
100,17,,,853
101,130,,,854
101,131,,,855
101,132,,,856
101,137,,,857
101,138,,,858
101,139,,,859
101,140,,,860
101,141,,,861
101,142,,,862
101,143,,,863
101,144,,,864
101,145,,,865
101,146,,,866
101,147,,,867
101,148,,,868
101,149,,,869
101,150,,,870
101,151,,,871
101,152,,,872
101,153,,,873
101,155,,,874
101,156,,,875
101,157,,,876
101,158,,,877
101,159,,,878
101,160,,,879
101,161,,,880
102,130,,,881
102,131,,,882
102,132,,,883
102,137,,,884
102,138,,,885
102,139,,,886
102,140,,,887
102,141,,,888
102,144,,,889
102,147,,,890
102,150,,,891
103,130,,,892
103,131,,,893
103,132,,,894
103,137,,,895
103,138,,,896
103,139,,,897
103,140,,,898
103,142,,,899
103,145,,,900
103,148,,,901
103,151,,,902
104,130,,,903
104,131,,,904
104,132,,,905
104,137,,,906
104,138,,,907
104,139,,,908
104,140,,,909
104,143,,,910
104,146,,,911
104,149,,,912
104,152,,,913
105,130,,,914
105,131,,,915
105,132,,,916
105,137,,,917
105,138,,,918
105,139,,,919
105,140,,,920
105,141,,,921
105,144,,,922
105,147,,,923
105,150,,,924
106,130,,,925
106,131,,,926
106,132,,,927
106,137,,,928
106,138,,,929
106,139,,,930
106,140,,,931
106,142,,,932
106,145,,,933
106,148,,,934
106,151,,,935
107,130,,,936
107,131,,,937
107,132,,,938
107,137,,,939
107,138,,,940
107,139,,,941
107,140,,,942
107,143,,,943
107,146,,,944
107,149,,,945
107,152,,,946
108,180,,,947
108,181,,,948
108,182,,,949
108,190,,,950
108,191,,,951
108,192,,,952
108,193,,,953
108,194,,,954
108,195,,,955
108,196,,,956
108,202,,,957
108,203,,,958
108,204,,,959
109,180,,,960
109,181,,,961
109,182,,,962
109,198,,,963
109,199,,,964
109,200,,,965
109,201,,,966
109,214,,,967
109,215,,,968
109,216,,,969
110,180,,,970
110,181,,,971
110,182,,,972
110,197,,,973
110,198,,,974
110,199,,,975
110,200,,,976
110,201,,,977
110,211,,,978
110,212,,,979
110,213,,,980
111,180,,,981
111,181,,,982
111,182,,,983
111,183,,,984
111,184,,,985
111,185,,,986
111,186,,,987
111,187,,,988
111,188,,,989
111,189,,,990
111,190,,,991
111,191,,,992
111,192,,,993
111,193,,,994
111,194,,,995
111,195,,,996
111,205,,,997
111,206,,,998
111,207,,,999
112,153,,,1000
112,158,,,1001
112,159,,,1002
112,160,,,1003
112,168,,,1004
112,169,,,1005
112,170,,,1006
112,171,,,1007
112,172,,,1008
113,153,,,1009
113,158,,,1010
113,159,,,1011
113,160,,,1012
113,161,,,1013
113,173,,,1014
113,174,,,1015
113,175,,,1016
113,176,,,1017
113,177,,,1018
113,178,,,1019
113,179,,,1020
114,153,,,1021
114,158,,,1022
114,159,,,1023
114,160,,,1024
114,161,,,1025
114,162,,,1026
114,163,,,1027
114,164,,,1028
114,165,,,1029
114,166,,,1030
114,167,,,1031
115,180,,,1032
115,181,,,1033
115,182,,,1034
115,199,,,1035
115,200,,,1036
115,201,,,1037
115,208,,,1038
115,209,,,1039
115,210,,,1040
116,153,,,1041
116,155,,,1042
116,156,,,1043
116,157,,,1044
116,158,,,1045
116,159,,,1046
116,160,,,1047
116,161,,,1048
117,1004,,,1049
117,1008,,,1050
117,1009,,,1051
118,1004,,,1052
118,1005,,,1053
118,1006,,,1054
118,1007,,,1055
118,1008,,,1056
118,1009,,,1057
661,1551,,,1058
661,1552,,,1059
661,1553,,,1060
661,1554,,,1061
661,1555,,,1062
661,1556,,,1063
661,1557,,,1064
661,1558,,,1065
661,1559,,,1066
119,1121,,,1067
119,1122,,,1068
119,1123,,,1069
119,1124,,,1070
119,1125,,,1071
119,1126,,,1072
120,1121,,,1073
120,1122,,,1074
120,1123,,,1075
120,1127,,,1076
120,1128,,,1077
120,1129,,,1078
120,1130,,,1079
121,1121,,,1080
121,1122,,,1081
121,1123,,,1082
121,1127,,,1083
121,1128,,,1084
121,1129,,,1085
121,1131,,,1086
121,1132,,,1087
122,1121,,,1088
122,1122,,,1089
122,1123,,,1090
122,1127,,,1091
122,1128,,,1092
122,1129,,,1093
122,1131,,,1094
122,1133,,,1095
122,1134,,,1096
123,1121,,,1097
123,1122,,,1098
123,1123,,,1099
123,1127,,,1100
123,1128,,,1101
123,1131,,,1102
123,1132,,,1103
124,1121,,,1104
124,1122,,,1105
124,1123,,,1106
124,1127,,,1107
124,1128,,,1108
124,1131,,,1109
124,1133,,,1110
124,1134,,,1111
125,1121,,,1112
125,1122,,,1113
125,1123,,,1114
125,1127,,,1115
125,1128,,,1116
125,1131,,,1117
125,1133,,,1118
125,1134,,,1119
126,217,,,1120
126,218,,,1121
126,222,,,1122
127,217,,,1123
127,218,,,1124
127,220,,,1125
127,222,,,1126
128,217,,,1127
128,218,,,1128
128,221,,,1129
128,222,,,1130
129,964,,,1131
130,964,,,1132
130,965,,,1133
130,966,,,1134
130,967,,,1135
666,1605,,,1136
666,1606,,,1137
666,1611,,,1138
666,1613,,,1139
666,1614,,,1140
666,1615,,,1141
668,1605,,,1142
668,1606,,,1143
668,1608,,,1144
668,1611,,,1145
668,1613,,,1146
668,1614,,,1147
668,1615,,,1148
669,1605,,,1149
669,1606,,,1150
669,1609,,,1151
669,1611,,,1152
669,1613,,,1153
669,1614,,,1154
669,1615,,,1155
670,1605,,,1156
670,1606,,,1157
670,1610,,,1158
670,1611,,,1159
670,1613,,,1160
670,1614,,,1161
670,1615,,,1162
667,1605,,,1163
667,1606,,,1164
667,1607,,,1165
667,1611,,,1166
667,1613,,,1167
667,1614,,,1168
667,1615,,,1169
664,1589,,,1170
664,1590,,,1171
664,1591,,,1172
664,1592,,,1173
664,1593,,,1174
664,1594,,,1175
664,1595,,,1176
664,1596,,,1177
664,1604,,,1178
665,1589,,,1179
665,1597,,,1180
665,1598,,,1181
665,1599,,,1182
665,1600,,,1183
665,1601,,,1184
665,1602,,,1185
665,1603,,,1186
665,1604,,,1187
672,1617,,,1188
672,1618,,,1189
672,1619,,,1190
672,1624,,,1191
672,1627,,,1192
672,1628,,,1193
672,1631,,,1194
672,1632,,,1195
672,1635,,,1196
672,1636,,,1197
672,1639,,,1198
672,1640,,,1199
672,1641,,,1200
672,1642,,,1201
672,1643,,,1202
672,1644,,,1203
672,1645,,,1204
672,1646,,,1205
679,1621,,,1206
679,1622,,,1207
679,1623,,,1208
679,1624,,,1209
679,1627,,,1210
679,1628,,,1211
679,1631,,,1212
679,1632,,,1213
679,1635,,,1214
679,1636,,,1215
679,1639,,,1216
679,1643,,,1217
679,1644,,,1218
679,1645,,,1219
679,1646,,,1220
679,1647,,,1221
679,1648,,,1222
675,1617,,,1223
675,1618,,,1224
675,1619,,,1225
675,1625,,,1226
675,1627,,,1227
675,1629,,,1228
675,1631,,,1229
675,1633,,,1230
675,1635,,,1231
675,1637,,,1232
675,1639,,,1233
675,1640,,,1234
675,1641,,,1235
675,1642,,,1236
675,1643,,,1237
675,1644,,,1238
675,1645,,,1239
675,1646,,,1240
682,1621,,,1241
682,1622,,,1242
682,1623,,,1243
682,1625,,,1244
682,1627,,,1245
682,1629,,,1246
682,1631,,,1247
682,1633,,,1248
682,1635,,,1249
682,1637,,,1250
682,1639,,,1251
682,1643,,,1252
682,1644,,,1253
682,1645,,,1254
682,1646,,,1255
682,1647,,,1256
682,1648,,,1257
671,1617,,,1258
671,1618,,,1259
671,1619,,,1260
671,1624,,,1261
671,1626,,,1262
671,1628,,,1263
671,1630,,,1264
671,1632,,,1265
671,1634,,,1266
671,1636,,,1267
671,1638,,,1268
671,1640,,,1269
671,1641,,,1270
671,1642,,,1271
671,1643,,,1272
671,1644,,,1273
671,1645,,,1274
671,1646,,,1275
678,1621,,,1276
678,1622,,,1277
678,1623,,,1278
678,1624,,,1279
678,1626,,,1280
678,1628,,,1281
678,1630,,,1282
678,1632,,,1283
678,1634,,,1284
678,1636,,,1285
678,1638,,,1286
678,1643,,,1287
678,1644,,,1288
678,1645,,,1289
678,1646,,,1290
678,1647,,,1291
678,1648,,,1292
674,1617,,,1293
674,1618,,,1294
674,1619,,,1295
674,1625,,,1296
674,1626,,,1297
674,1629,,,1298
674,1630,,,1299
674,1633,,,1300
674,1634,,,1301
674,1637,,,1302
674,1638,,,1303
674,1640,,,1304
674,1641,,,1305
674,1642,,,1306
674,1643,,,1307
674,1644,,,1308
674,1645,,,1309
674,1646,,,1310
681,1621,,,1311
681,1622,,,1312
681,1623,,,1313
681,1625,,,1314
681,1626,,,1315
681,1629,,,1316
681,1630,,,1317
681,1633,,,1318
681,1634,,,1319
681,1637,,,1320
681,1638,,,1321
681,1643,,,1322
681,1644,,,1323
681,1645,,,1324
681,1646,,,1325
681,1647,,,1326
681,1648,,,1327
132,879,,,1328
132,880,,,1329
132,881,,,1330
132,882,,,1331
132,883,,,1332
132,884,,,1333
133,879,,,1334
133,880,,,1335
133,881,,,1336
133,882,,,1337
133,883,,,1338
133,885,,,1339
134,879,,,1340
134,880,,,1341
134,881,,,1342
134,882,,,1343
134,883,,,1344
134,886,,,1345
135,865,,,1346
136,1010,,,1347
137,1010,,,1348
137,1011,,,1349
139,1010,,,1350
139,1013,,,1351
140,1010,,,1352
140,1014,,,1353
2579,7710,2015-11-02 17:23:41.570212,2015-11-02 17:23:41.570212,12398
142,1463,,,1355
142,1464,,,1356
142,1465,,,1357
142,1480,,,1358
142,1481,,,1359
142,1482,,,1360
142,1483,,,1361
2580,7711,2015-11-02 17:28:12.262609,2015-11-02 17:28:12.262609,12399
143,1463,,,1363
143,1464,,,1364
143,1465,,,1365
2581,7709,2015-11-02 17:31:40.908493,2015-11-02 17:31:40.908493,12400
143,1480,,,1370
143,1481,,,1371
143,1482,,,1372
143,1483,,,1373
144,1463,,,1376
144,1464,,,1377
144,1465,,,1378
144,1466,,,1379
144,1467,,,1380
144,1468,,,1381
144,1469,,,1382
144,1470,,,1383
144,1480,,,1384
144,1481,,,1385
144,1482,,,1386
144,1483,,,1387
145,1463,,,1390
145,1464,,,1391
145,1465,,,1392
145,1466,,,1393
145,1467,,,1394
145,1468,,,1395
145,1469,,,1396
145,1470,,,1397
145,1480,,,1402
145,1481,,,1403
145,1482,,,1404
145,1483,,,1405
146,1463,,,1408
146,1464,,,1409
146,1465,,,1410
146,1471,,,1411
146,1472,,,1412
146,1473,,,1413
146,1474,,,1414
146,1475,,,1415
146,1480,,,1416
146,1481,,,1417
146,1482,,,1418
146,1483,,,1419
147,1463,,,1422
147,1464,,,1423
147,1465,,,1424
147,1471,,,1425
147,1472,,,1426
147,1473,,,1427
147,1474,,,1428
147,1475,,,1429
147,1480,,,1434
147,1481,,,1435
147,1482,,,1436
147,1483,,,1437
162,569,,,1452
162,571,,,1453
162,572,,,1454
162,573,,,1455
162,574,,,1456
162,575,,,1457
162,578,,,1458
162,581,,,1459
162,584,,,1460
162,588,,,1461
162,590,,,1462
162,592,,,1463
162,593,,,1464
162,594,,,1465
162,1271,,,1466
162,1272,,,1467
162,1273,,,1468
162,1274,,,1469
162,1275,,,1470
162,1276,,,1471
162,1277,,,1472
162,1278,,,1473
163,569,,,1474
163,571,,,1475
163,572,,,1476
163,573,,,1477
163,574,,,1478
163,576,,,1479
163,577,,,1480
163,579,,,1481
163,580,,,1482
163,582,,,1483
163,583,,,1484
163,585,,,1485
163,586,,,1486
163,587,,,1487
163,588,,,1488
163,589,,,1489
163,590,,,1490
163,591,,,1491
163,592,,,1492
163,593,,,1493
163,594,,,1494
163,1271,,,1495
163,1272,,,1496
163,1273,,,1497
163,1274,,,1498
163,1275,,,1499
163,1276,,,1500
163,1277,,,1501
163,1278,,,1502
164,569,,,1503
164,570,,,1504
164,571,,,1505
164,572,,,1506
164,573,,,1507
164,574,,,1508
164,575,,,1509
164,578,,,1510
164,581,,,1511
164,584,,,1512
164,588,,,1513
164,590,,,1514
164,592,,,1515
164,593,,,1516
164,594,,,1517
164,1271,,,1518
164,1272,,,1519
164,1273,,,1520
164,1274,,,1521
164,1275,,,1522
164,1276,,,1523
164,1277,,,1524
164,1278,,,1525
165,569,,,1526
165,570,,,1527
165,571,,,1528
165,572,,,1529
165,573,,,1530
165,574,,,1531
165,576,,,1532
165,577,,,1533
165,579,,,1534
165,580,,,1535
165,582,,,1536
165,583,,,1537
165,585,,,1538
165,586,,,1539
165,587,,,1540
165,588,,,1541
165,589,,,1542
165,590,,,1543
165,591,,,1544
165,592,,,1545
165,593,,,1546
165,594,,,1547
165,1271,,,1548
165,1272,,,1549
165,1273,,,1550
165,1274,,,1551
165,1275,,,1552
165,1276,,,1553
165,1277,,,1554
165,1278,,,1555
166,569,,,1556
166,571,,,1557
166,572,,,1558
166,573,,,1559
166,574,,,1560
166,575,,,1561
166,578,,,1562
166,581,,,1563
166,584,,,1564
166,588,,,1565
166,590,,,1566
166,592,,,1567
166,593,,,1568
166,594,,,1569
166,1271,,,1570
166,1272,,,1571
166,1273,,,1572
166,1274,,,1573
166,1275,,,1574
166,1276,,,1575
166,1277,,,1576
166,1278,,,1577
167,569,,,1578
