treatment_id,management_id,created_at,updated_at,id
421,735,,,3678
421,736,,,3679
422,670,,,3680
422,673,,,3681
422,681,,,3682
422,689,,,3683
422,697,,,3684
422,705,,,3685
422,713,,,3686
422,721,,,3687
422,728,,,3688
422,730,,,3689
422,731,,,3690
422,732,,,3691
422,733,,,3692
422,734,,,3693
422,735,,,3694
422,736,,,3695
423,670,,,3696
423,674,,,3697
423,682,,,3698
423,690,,,3699
423,698,,,3700
423,706,,,3701
423,714,,,3702
423,722,,,3703
423,728,,,3704
423,730,,,3705
423,731,,,3706
423,732,,,3707
423,733,,,3708
423,734,,,3709
423,735,,,3710
423,736,,,3711
424,670,,,3712
424,675,,,3713
424,683,,,3714
424,691,,,3715
424,699,,,3716
424,707,,,3717
424,715,,,3718
424,723,,,3719
424,728,,,3720
424,730,,,3721
424,731,,,3722
424,732,,,3723
424,733,,,3724
424,734,,,3725
424,735,,,3726
424,736,,,3727
425,670,,,3728
425,676,,,3729
425,684,,,3730
425,692,,,3731
425,700,,,3732
425,708,,,3733
425,716,,,3734
425,724,,,3735
425,728,,,3736
425,730,,,3737
425,731,,,3738
425,732,,,3739
425,733,,,3740
425,734,,,3741
425,735,,,3742
425,736,,,3743
426,670,,,3744
426,677,,,3745
426,685,,,3746
426,693,,,3747
426,701,,,3748
426,709,,,3749
426,717,,,3750
426,725,,,3751
426,728,,,3752
426,730,,,3753
426,731,,,3754
426,732,,,3755
426,733,,,3756
426,734,,,3757
426,735,,,3758
426,736,,,3759
427,670,,,3760
427,678,,,3761
427,686,,,3762
427,694,,,3763
427,702,,,3764
427,710,,,3765
427,718,,,3766
427,726,,,3767
427,728,,,3768
427,730,,,3769
427,731,,,3770
427,732,,,3771
427,733,,,3772
427,734,,,3773
427,735,,,3774
427,736,,,3775
428,670,,,3776
428,729,,,3777
428,730,,,3778
428,731,,,3779
428,732,,,3780
428,733,,,3781
428,734,,,3782
428,735,,,3783
428,736,,,3784
429,670,,,3785
429,671,,,3786
429,679,,,3787
429,687,,,3788
429,695,,,3789
429,703,,,3790
429,711,,,3791
429,719,,,3792
429,727,,,3793
429,730,,,3794
429,731,,,3795
429,732,,,3796
429,733,,,3797
429,734,,,3798
429,735,,,3799
429,736,,,3800
430,670,,,3801
430,671,,,3802
430,679,,,3803
430,687,,,3804
430,695,,,3805
430,703,,,3806
430,711,,,3807
430,719,,,3808
430,729,,,3809
430,730,,,3810
430,731,,,3811
430,732,,,3812
430,733,,,3813
430,734,,,3814
430,735,,,3815
430,736,,,3816
431,670,,,3817
431,672,,,3818
431,680,,,3819
431,688,,,3820
431,696,,,3821
431,704,,,3822
431,712,,,3823
431,720,,,3824
431,729,,,3825
431,730,,,3826
431,731,,,3827
431,732,,,3828
431,733,,,3829
431,734,,,3830
431,735,,,3831
431,736,,,3832
432,670,,,3833
432,673,,,3834
432,681,,,3835
432,689,,,3836
432,697,,,3837
432,705,,,3838
432,713,,,3839
432,721,,,3840
432,729,,,3841
432,730,,,3842
432,731,,,3843
432,732,,,3844
432,733,,,3845
432,734,,,3846
432,735,,,3847
432,736,,,3848
433,670,,,3849
433,674,,,3850
433,682,,,3851
433,690,,,3852
433,698,,,3853
433,706,,,3854
433,714,,,3855
433,722,,,3856
433,729,,,3857
433,730,,,3858
433,731,,,3859
433,732,,,3860
433,733,,,3861
433,734,,,3862
433,735,,,3863
433,736,,,3864
434,670,,,3865
434,675,,,3866
434,683,,,3867
434,691,,,3868
434,699,,,3869
434,707,,,3870
434,715,,,3871
434,723,,,3872
434,729,,,3873
434,730,,,3874
434,731,,,3875
434,732,,,3876
434,733,,,3877
434,734,,,3878
434,735,,,3879
434,736,,,3880
435,670,,,3881
435,676,,,3882
435,684,,,3883
435,692,,,3884
435,700,,,3885
435,708,,,3886
435,716,,,3887
435,724,,,3888
435,729,,,3889
435,730,,,3890
435,731,,,3891
435,732,,,3892
435,733,,,3893
435,734,,,3894
435,735,,,3895
435,736,,,3896
436,670,,,3897
436,677,,,3898
436,685,,,3899
436,693,,,3900
436,701,,,3901
436,709,,,3902
436,717,,,3903
436,725,,,3904
436,729,,,3905
436,730,,,3906
436,731,,,3907
436,732,,,3908
436,733,,,3909
436,734,,,3910
436,735,,,3911
436,736,,,3912
437,670,,,3913
437,678,,,3914
437,686,,,3915
437,694,,,3916
437,702,,,3917
437,710,,,3918
437,718,,,3919
437,726,,,3920
437,729,,,3921
437,730,,,3922
437,731,,,3923
437,732,,,3924
437,733,,,3925
437,734,,,3926
437,735,,,3927
437,736,,,3928
438,670,,,3929
438,672,,,3930
438,680,,,3931
438,688,,,3932
438,696,,,3933
438,704,,,3934
438,712,,,3935
438,720,,,3936
438,727,,,3937
438,730,,,3938
438,731,,,3939
438,732,,,3940
438,733,,,3941
438,734,,,3942
438,735,,,3943
438,736,,,3944
439,670,,,3945
439,673,,,3946
439,681,,,3947
439,689,,,3948
439,697,,,3949
439,705,,,3950
439,713,,,3951
439,721,,,3952
439,727,,,3953
439,730,,,3954
439,731,,,3955
439,732,,,3956
439,733,,,3957
439,734,,,3958
439,735,,,3959
439,736,,,3960
440,670,,,3961
440,674,,,3962
440,682,,,3963
440,690,,,3964
440,698,,,3965
440,706,,,3966
440,714,,,3967
440,722,,,3968
440,727,,,3969
440,730,,,3970
440,731,,,3971
440,732,,,3972
440,733,,,3973
440,734,,,3974
440,735,,,3975
440,736,,,3976
441,670,,,3977
441,675,,,3978
441,683,,,3979
441,691,,,3980
441,699,,,3981
441,707,,,3982
441,715,,,3983
441,723,,,3984
441,727,,,3985
441,730,,,3986
441,731,,,3987
441,732,,,3988
441,733,,,3989
441,734,,,3990
441,735,,,3991
441,736,,,3992
442,670,,,3993
442,676,,,3994
442,684,,,3995
442,692,,,3996
442,700,,,3997
442,716,,,3998
442,724,,,3999
442,727,,,4000
442,730,,,4001
442,731,,,4002
442,732,,,4003
442,733,,,4004
442,734,,,4005
442,735,,,4006
442,736,,,4007
443,670,,,4008
443,677,,,4009
443,685,,,4010
443,693,,,4011
443,701,,,4012
443,709,,,4013
443,717,,,4014
443,725,,,4015
443,727,,,4016
443,730,,,4017
443,731,,,4018
443,732,,,4019
443,733,,,4020
443,734,,,4021
443,735,,,4022
443,736,,,4023
444,670,,,4024
444,678,,,4025
444,686,,,4026
444,694,,,4027
444,702,,,4028
444,710,,,4029
444,718,,,4030
444,726,,,4031
444,727,,,4032
444,730,,,4033
444,731,,,4034
444,732,,,4035
444,733,,,4036
444,734,,,4037
444,735,,,4038
444,736,,,4039
663,1582,,,4040
663,1583,,,4041
663,1584,,,4042
663,1585,,,4043
663,1586,,,4044
663,1587,,,4045
663,1588,,,4046
445,833,,,4047
445,834,,,4048
445,835,,,4049
446,1206,,,4050
446,1207,,,4051
446,1208,,,4052
446,1209,,,4053
446,1210,,,4054
446,1211,,,4055
446,1212,,,4056
446,1213,,,4057
446,1214,,,4058
446,1215,,,4059
446,1216,,,4060
446,1217,,,4061
446,1221,,,4062
446,1222,,,4063
446,1223,,,4064
446,1224,,,4065
447,1206,,,4066
447,1207,,,4067
447,1208,,,4068
447,1209,,,4069
447,1210,,,4070
447,1211,,,4071
447,1212,,,4072
447,1213,,,4073
447,1214,,,4074
447,1218,,,4075
447,1219,,,4076
447,1220,,,4077
447,1221,,,4078
447,1222,,,4079
447,1223,,,4080
447,1224,,,4081
448,804,,,4082
448,805,,,4083
448,806,,,4084
448,807,,,4085
448,808,,,4086
448,809,,,4087
448,810,,,4088
448,815,,,4089
448,816,,,4090
449,804,,,4091
449,805,,,4092
449,806,,,4093
449,807,,,4094
449,808,,,4095
449,809,,,4096
449,810,,,4097
449,813,,,4098
449,815,,,4099
449,816,,,4100
450,804,,,4101
450,805,,,4102
450,806,,,4103
450,807,,,4104
450,808,,,4105
450,809,,,4106
450,810,,,4107
450,814,,,4108
450,815,,,4109
450,816,,,4110
451,803,,,4111
451,805,,,4112
451,809,,,4113
451,810,,,4114
451,815,,,4115
451,816,,,4116
452,803,,,4117
452,805,,,4118
452,809,,,4119
452,810,,,4120
452,813,,,4121
452,815,,,4122
452,816,,,4123
453,803,,,4124
453,805,,,4125
453,809,,,4126
453,810,,,4127
453,814,,,4128
453,815,,,4129
453,816,,,4130
454,1135,,,4131
454,1137,,,4132
454,1138,,,4133
454,1139,,,4134
454,1140,,,4135
454,1141,,,4136
454,1142,,,4137
454,1143,,,4138
455,1135,,,4139
455,1137,,,4140
455,1138,,,4141
455,1139,,,4142
455,1140,,,4143
455,1141,,,4144
455,1142,,,4145
455,1143,,,4146
456,1136,,,4147
456,1137,,,4148
456,1138,,,4149
456,1139,,,4150
456,1140,,,4151
456,1141,,,4152
456,1142,,,4153
456,1143,,,4154
457,1136,,,4155
457,1137,,,4156
457,1138,,,4157
457,1139,,,4158
457,1140,,,4159
457,1141,,,4160
457,1142,,,4161
457,1143,,,4162
458,1135,,,4163
458,1137,,,4164
458,1138,,,4165
458,1139,,,4166
458,1140,,,4167
458,1141,,,4168
458,1142,,,4169
458,1143,,,4170
459,1136,,,4171
459,1137,,,4172
459,1138,,,4173
459,1139,,,4174
459,1140,,,4175
459,1141,,,4176
459,1142,,,4177
459,1143,,,4178
460,1135,,,4179
460,1137,,,4180
460,1138,,,4181
460,1139,,,4182
460,1140,,,4183
460,1141,,,4184
460,1142,,,4185
460,1143,,,4186
464,1002,,,4190
464,1003,,,4191
469,360,,,4192
469,361,,,4193
469,362,,,4194
469,363,,,4195
469,364,,,4196
469,365,,,4197
469,366,,,4198
469,367,,,4199
469,368,,,4200
469,369,,,4201
469,370,,,4202
469,371,,,4203
469,373,,,4204
469,374,,,4205
469,375,,,4206
469,376,,,4207
469,379,,,4208
469,382,,,4209
469,385,,,4210
469,388,,,4211
470,360,,,4212
470,361,,,4213
470,362,,,4214
470,363,,,4215
470,364,,,4216
470,365,,,4217
470,366,,,4218
470,367,,,4219
470,368,,,4220
470,369,,,4221
470,370,,,4222
470,371,,,4223
470,373,,,4224
470,374,,,4225
470,375,,,4226
470,377,,,4227
470,378,,,4228
470,380,,,4229
470,381,,,4230
470,383,,,4231
470,384,,,4232
470,386,,,4233
470,387,,,4234
470,389,,,4235
470,390,,,4236
471,1262,,,4237
471,1263,,,4238
471,1264,,,4239
471,1265,,,4240
471,1266,,,4241
472,360,,,4242
472,361,,,4243
472,362,,,4244
472,363,,,4245
472,364,,,4246
472,365,,,4247
472,366,,,4248
472,367,,,4249
472,368,,,4250
472,369,,,4251
472,370,,,4252
472,371,,,4253
472,372,,,4254
472,374,,,4255
472,376,,,4256
472,379,,,4257
472,382,,,4258
472,385,,,4259
472,388,,,4260
473,360,,,4261
473,361,,,4262
473,362,,,4263
473,363,,,4264
473,364,,,4265
473,365,,,4266
473,366,,,4267
473,367,,,4268
473,368,,,4269
473,369,,,4270
473,370,,,4271
473,371,,,4272
473,372,,,4273
473,374,,,4274
473,377,,,4275
473,378,,,4276
473,380,,,4277
473,381,,,4278
473,383,,,4279
473,384,,,4280
473,386,,,4281
473,387,,,4282
473,389,,,4283
473,390,,,4284
474,360,,,4285
474,361,,,4286
474,362,,,4287
474,363,,,4288
474,364,,,4289
474,365,,,4290
474,366,,,4291
474,367,,,4292
474,368,,,4293
474,369,,,4294
474,370,,,4295
474,371,,,4296
474,372,,,4297
474,374,,,4298
474,375,,,4299
474,376,,,4300
474,379,,,4301
474,382,,,4302
474,385,,,4303
474,388,,,4304
475,360,,,4305
475,361,,,4306
475,362,,,4307
475,363,,,4308
475,364,,,4309
475,365,,,4310
475,366,,,4311
475,367,,,4312
475,368,,,4313
475,369,,,4314
475,370,,,4315
475,371,,,4316
475,372,,,4317
475,374,,,4318
475,375,,,4319
475,377,,,4320
475,378,,,4321
475,380,,,4322
475,381,,,4323
475,383,,,4324
475,384,,,4325
475,386,,,4326
475,387,,,4327
475,389,,,4328
475,390,,,4329
476,1262,,,4330
476,1263,,,4331
476,1264,,,4332
476,1265,,,4333
476,1266,,,4334
477,360,,,4335
477,361,,,4336
477,362,,,4337
477,363,,,4338
477,364,,,4339
477,365,,,4340
477,366,,,4341
477,367,,,4342
477,368,,,4343
477,369,,,4344
477,370,,,4345
477,371,,,4346
477,372,,,4347
477,374,,,4348
477,375,,,4349
477,376,,,4350
477,379,,,4351
477,382,,,4352
477,385,,,4353
477,388,,,4354
478,360,,,4355
478,361,,,4356
478,362,,,4357
478,363,,,4358
478,364,,,4359
478,365,,,4360
478,366,,,4361
478,367,,,4362
478,368,,,4363
478,369,,,4364
478,370,,,4365
478,371,,,4366
478,374,,,4367
478,375,,,4368
478,377,,,4369
478,378,,,4370
478,380,,,4371
478,381,,,4372
478,383,,,4373
478,384,,,4374
478,386,,,4375
478,387,,,4376
478,389,,,4377
478,390,,,4378
478,1261,,,4379
479,360,,,4380
479,361,,,4381
479,362,,,4382
479,363,,,4383
479,364,,,4384
479,365,,,4385
479,366,,,4386
479,367,,,4387
479,368,,,4388
479,369,,,4389
479,370,,,4390
479,371,,,4391
479,372,,,4392
479,374,,,4393
479,376,,,4394
479,379,,,4395
479,382,,,4396
479,385,,,4397
479,388,,,4398
480,360,,,4399
480,361,,,4400
480,362,,,4401
480,363,,,4402
480,364,,,4403
480,365,,,4404
480,366,,,4405
480,367,,,4406
480,368,,,4407
480,369,,,4408
480,370,,,4409
480,371,,,4410
480,372,,,4411
480,374,,,4412
480,377,,,4413
480,378,,,4414
480,380,,,4415
480,381,,,4416
480,383,,,4417
480,384,,,4418
480,386,,,4419
480,387,,,4420
480,389,,,4421
480,390,,,4422
481,878,,,4423
482,1178,,,4424
482,1179,,,4425
482,1180,,,4426
482,1181,,,4427
482,1182,,,4428
482,1183,,,4429
482,1184,,,4430
482,1185,,,4431
483,1178,,,4432
483,1179,,,4433
483,1180,,,4434
483,1181,,,4435
483,1182,,,4436
483,1183,,,4437
483,1184,,,4438
483,1185,,,4439
484,1178,,,4440
484,1179,,,4441
484,1180,,,4442
484,1181,,,4443
484,1182,,,4444
484,1183,,,4445
484,1184,,,4446
484,1185,,,4447
485,1178,,,4448
485,1179,,,4449
485,1180,,,4450
485,1181,,,4451
485,1182,,,4452
485,1183,,,4453
485,1184,,,4454
485,1185,,,4455
486,1178,,,4456
486,1179,,,4457
486,1180,,,4458
486,1181,,,4459
486,1182,,,4460
486,1183,,,4461
486,1184,,,4462
486,1185,,,4463
487,1178,,,4464
487,1179,,,4465
487,1180,,,4466
487,1181,,,4467
487,1182,,,4468
487,1183,,,4469
487,1184,,,4470
487,1185,,,4471
488,1178,,,4472
488,1179,,,4473
488,1180,,,4474
488,1181,,,4475
488,1182,,,4476
488,1183,,,4477
488,1184,,,4478
488,1185,,,4479
489,1178,,,4480
489,1179,,,4481
489,1180,,,4482
489,1181,,,4483
489,1182,,,4484
489,1183,,,4485
489,1184,,,4486
489,1185,,,4487
490,1178,,,4488
490,1179,,,4489
490,1180,,,4490
490,1181,,,4491
490,1182,,,4492
490,1183,,,4493
490,1184,,,4494
490,1185,,,4495
491,1178,,,4496
491,1179,,,4497
491,1180,,,4498
491,1181,,,4499
491,1182,,,4500
491,1183,,,4501
491,1184,,,4502
491,1185,,,4503
492,1178,,,4504
492,1179,,,4505
492,1180,,,4506
492,1181,,,4507
492,1182,,,4508
492,1183,,,4509
492,1184,,,4510
492,1185,,,4511
493,391,,,4512
493,392,,,4513
493,393,,,4514
493,394,,,4515
493,395,,,4516
493,396,,,4517
493,397,,,4518
493,398,,,4519
493,399,,,4520
493,400,,,4521
493,401,,,4522
493,402,,,4523
493,404,,,4524
493,405,,,4525
493,406,,,4526
493,407,,,4527
495,1287,,,4528
496,1288,,,4529
497,408,,,4530
497,409,,,4531
497,410,,,4532
497,411,,,4533
497,412,,,4534
497,413,,,4535
497,414,,,4536
497,415,,,4537
497,416,,,4538
497,417,,,4539
497,418,,,4540
497,419,,,4541
497,420,,,4542
497,421,,,4543
497,422,,,4544
497,423,,,4545
497,424,,,4546
497,425,,,4547
500,887,,,4548
501,887,,,4549
502,887,,,4550
503,888,,,4551
504,836,,,4552
504,837,,,4553
504,838,,,4554
505,836,,,4555
505,837,,,4556
505,839,,,4557
506,836,,,4558
506,837,,,4559
506,840,,,4560
507,836,,,4561
507,837,,,4562
511,426,,,4569
511,427,,,4570
511,428,,,4571
511,429,,,4572
511,430,,,4573
511,431,,,4574
511,432,,,4575
511,433,,,4576
511,434,,,4577
511,435,,,4578
511,436,,,4579
511,437,,,4580
512,1094,,,4581
512,1095,,,4582
512,1096,,,4583
512,1097,,,4584
512,1101,,,4585
512,1102,,,4586
513,1094,,,4587
513,1095,,,4588
513,1096,,,4589
513,1097,,,4590
513,1125,,,4591
513,1126,,,4592
513,1127,,,4593
513,1128,,,4594
514,1094,,,4595
514,1095,,,4596
514,1096,,,4597
514,1097,,,4598
514,1129,,,4599
514,1130,,,4600
514,1131,,,4601
514,1132,,,4602
515,1094,,,4603
515,1095,,,4604
515,1096,,,4605
515,1097,,,4606
515,1133,,,4607
515,1134,,,4608
515,1135,,,4609
515,1136,,,4610
516,1094,,,4611
516,1095,,,4612
516,1096,,,4613
516,1097,,,4614
516,1137,,,4615
516,1138,,,4616
516,1139,,,4617
516,1140,,,4618
517,1094,,,4619
517,1095,,,4620
517,1096,,,4621
517,1097,,,4622
517,1141,,,4623
517,1142,,,4624
517,1143,,,4625
517,1144,,,4626
518,1094,,,4627
518,1095,,,4628
518,1096,,,4629
518,1097,,,4630
518,1145,,,4631
518,1146,,,4632
518,1147,,,4633
518,1148,,,4634
519,1094,,,4635
519,1095,,,4636
519,1096,,,4637
519,1097,,,4638
519,1149,,,4639
519,1150,,,4640
519,1151,,,4641
519,1152,,,4642
520,1094,,,4643
520,1095,,,4644
520,1096,,,4645
520,1097,,,4646
520,1153,,,4647
520,1154,,,4648
520,1155,,,4649
520,1156,,,4650
520,1157,,,4651
520,1158,,,4652
521,1094,,,4653
521,1095,,,4654
521,1096,,,4655
521,1097,,,4656
521,1159,,,4657
521,1160,,,4658
521,1161,,,4659
521,1162,,,4660
521,1163,,,4661
521,1164,,,4662
522,1094,,,4663
522,1096,,,4664
522,1097,,,4665
522,1165,,,4666
522,1166,,,4667
522,1167,,,4668
522,1168,,,4669
522,1169,,,4670
522,1170,,,4671
523,1094,,,4672
523,1095,,,4673
523,1096,,,4674
523,1097,,,4675
523,1103,,,4676
523,1104,,,4677
524,1094,,,4678
524,1095,,,4679
524,1096,,,4680
524,1097,,,4681
524,1171,,,4682
524,1172,,,4683
524,1173,,,4684
524,1174,,,4685
524,1175,,,4686
524,1176,,,4687
525,1094,,,4688
525,1095,,,4689
525,1096,,,4690
525,1097,,,4691
525,1105,,,4692
525,1106,,,4693
526,1094,,,4694
526,1095,,,4695
526,1096,,,4696
526,1097,,,4697
526,1107,,,4698
526,1108,,,4699
527,1097,,,4700
527,1110,,,4701
528,1094,,,4702
528,1095,,,4703
528,1096,,,4704
528,1097,,,4705
528,1113,,,4707
528,1114,,,4708
529,1094,,,4709
529,1095,,,4710
529,1096,,,4711
529,1097,,,4712
529,1116,,,4714
529,1117,,,4715
530,1094,,,4716
530,1095,,,4717
530,1096,,,4718
530,1097,,,4719
530,1119,,,4721
530,1120,,,4722
531,1094,,,4723
531,1095,,,4724
531,1096,,,4725
531,1097,,,4726
531,1121,,,4727
531,1122,,,4728
531,1123,,,4729
531,1124,,,4730
532,1094,,,4731
532,1098,,,4732
532,1099,,,4733
532,1100,,,4734
532,1177,,,4735
532,1178,,,4736
533,1094,,,4737
533,1098,,,4738
533,1099,,,4739
533,1100,,,4740
533,1202,,,4742
533,1203,,,4743
533,1204,,,4744
534,1094,,,4745
534,1098,,,4746
534,1099,,,4747
534,1100,,,4748
534,1205,,,4749
534,1206,,,4750
534,1207,,,4751
534,1208,,,4752
535,1094,,,4753
535,1098,,,4754
535,1099,,,4755
535,1100,,,4756
535,1209,,,4757
535,1210,,,4758
535,1211,,,4759
535,1212,,,4760
536,1094,,,4761
536,1098,,,4762
536,1099,,,4763
536,1100,,,4764
536,1213,,,4765
536,1214,,,4766
536,1215,,,4767
536,1216,,,4768
537,1094,,,4769
537,1098,,,4770
537,1099,,,4771
537,1100,,,4772
537,1217,,,4773
537,1218,,,4774
537,1219,,,4775
537,1220,,,4776
538,1094,,,4777
538,1098,,,4778
538,1099,,,4779
538,1100,,,4780
538,1221,,,4781
538,1222,,,4782
538,1223,,,4783
538,1224,,,4784
539,1094,,,4785
539,1098,,,4786
539,1099,,,4787
539,1100,,,4788
539,1225,,,4789
539,1226,,,4790
539,1227,,,4791
539,1228,,,4792
540,1094,,,4793
540,1098,,,4794
540,1099,,,4795
540,1100,,,4796
540,1229,,,4797
540,1230,,,4798
540,1231,,,4799
540,1232,,,4800
540,1233,,,4801
540,1234,,,4802
541,1094,,,4803
541,1098,,,4804
541,1099,,,4805
541,1100,,,4806
541,1235,,,4807
541,1236,,,4808
541,1237,,,4809
541,1238,,,4810
541,1239,,,4811
541,1240,,,4812
542,1094,,,4813
542,1098,,,4814
542,1099,,,4815
542,1100,,,4816
542,1241,,,4817
542,1242,,,4818
542,1243,,,4819
542,1244,,,4820
542,1245,,,4821
542,1246,,,4822
543,1094,,,4823
543,1098,,,4824
543,1099,,,4825
543,1100,,,4826
543,1179,,,4827
543,1180,,,4828
544,1094,,,4829
544,1098,,,4830
544,1099,,,4831
544,1100,,,4832
544,1247,,,4833
544,1248,,,4834
544,1249,,,4835
544,1250,,,4836
544,1251,,,4837
544,1252,,,4838
545,1094,,,4839
545,1098,,,4840
545,1099,,,4841
545,1100,,,4842
545,1181,,,4843
545,1182,,,4844
546,1094,,,4845
546,1098,,,4846
546,1099,,,4847
546,1100,,,4848
546,1183,,,4849
546,1184,,,4850
547,1094,,,4851
547,1098,,,4852
547,1099,,,4853
547,1100,,,4854
547,1185,,,4855
547,1186,,,4856
547,1187,,,4857
548,1094,,,4858
548,1098,,,4859
548,1099,,,4860
548,1100,,,4861
548,1188,,,4862
548,1189,,,4863
548,1190,,,4864
549,1094,,,4865
549,1098,,,4866
549,1099,,,4867
549,1100,,,4868
549,1191,,,4869
549,1192,,,4870
549,1193,,,4871
550,1094,,,4872
550,1098,,,4873
550,1099,,,4874
550,1100,,,4875
550,1194,,,4876
550,1195,,,4877
550,1196,,,4878
551,1094,,,4879
551,1098,,,4880
551,1099,,,4881
551,1100,,,4882
551,1197,,,4883
551,1198,,,4884
551,1199,,,4885
551,1200,,,4886
552,877,,,4887
554,1173,,,4888
554,1174,,,4889
554,1175,,,4890
554,1176,,,4891
554,1177,,,4892
555,438,,,4893
555,439,,,4894
555,452,,,4895
555,453,,,4896
555,454,,,4897
555,455,,,4898
555,456,,,4899
555,457,,,4900
555,458,,,4901
555,459,,,4902
555,460,,,4903
555,461,,,4904
555,462,,,4905
555,463,,,4906
556,438,,,4907
556,439,,,4908
556,440,,,4909
556,441,,,4910
556,442,,,4911
556,443,,,4912
556,444,,,4913
556,445,,,4914
556,452,,,4915
556,453,,,4916
556,454,,,4917
556,455,,,4918
556,456,,,4919
556,457,,,4920
556,458,,,4921
556,459,,,4922
556,460,,,4923
556,461,,,4924
556,462,,,4925
556,463,,,4926
557,438,,,4927
557,439,,,4928
557,446,,,4929
557,447,,,4930
557,448,,,4931
557,449,,,4932
557,450,,,4933
557,451,,,4934
557,452,,,4935
557,453,,,4936
557,454,,,4937
557,455,,,4938
557,456,,,4939
557,457,,,4940
557,458,,,4941
557,459,,,4942
557,460,,,4943
557,461,,,4944
557,462,,,4945
557,463,,,4946
558,464,,,4947
558,465,,,4948
558,466,,,4949
558,467,,,4950
558,468,,,4951
558,479,,,4952
558,480,,,4953
558,495,,,4954
558,496,,,4955
558,497,,,4956
559,464,,,4957
559,465,,,4958
559,466,,,4959
559,467,,,4960
559,468,,,4961
559,473,,,4962
559,474,,,4963
559,481,,,4964
559,482,,,4965
559,495,,,4966
559,496,,,4967
559,497,,,4968
560,464,,,4969
560,465,,,4970
560,466,,,4971
560,467,,,4972
560,468,,,4973
560,475,,,4974
560,476,,,4975
560,481,,,4976
560,482,,,4977
560,495,,,4978
560,496,,,4979
560,497,,,4980
561,464,,,4981
561,465,,,4982
561,466,,,4983
561,467,,,4984
561,468,,,4985
561,477,,,4986
561,478,,,4987
561,481,,,4988
561,482,,,4989
561,495,,,4990
561,496,,,4991
561,497,,,4992
562,464,,,4993
562,465,,,4994
562,466,,,4995
562,467,,,4996
562,468,,,4997
562,483,,,4998
562,484,,,4999
562,495,,,5000
562,496,,,5001
562,497,,,5002
563,464,,,5003
563,465,,,5004
563,466,,,5005
563,467,,,5006
563,468,,,5007
563,469,,,5008
563,470,,,5009
563,483,,,5010
563,484,,,5011
563,495,,,5012
563,496,,,5013
563,497,,,5014
564,464,,,5015
564,465,,,5016
564,466,,,5017
564,467,,,5018
564,468,,,5019
564,471,,,5020
564,472,,,5021
564,483,,,5022
564,484,,,5023
564,495,,,5024
564,496,,,5025
564,497,,,5026
565,464,,,5027
565,465,,,5028
565,466,,,5029
565,467,,,5030
565,468,,,5031
565,473,,,5032
565,474,,,5033
565,483,,,5034
565,484,,,5035
565,495,,,5036
565,496,,,5037
565,497,,,5038
566,464,,,5039
566,465,,,5040
566,466,,,5041
566,467,,,5042
566,468,,,5043
566,475,,,5044
566,476,,,5045
566,483,,,5046
566,484,,,5047
566,495,,,5048
566,496,,,5049
566,497,,,5050
567,464,,,5051
567,465,,,5052
567,466,,,5053
567,467,,,5054
567,468,,,5055
567,477,,,5056
567,478,,,5057
567,483,,,5058
567,484,,,5059
567,495,,,5060
567,496,,,5061
567,497,,,5062
568,464,,,5063
568,465,,,5064
568,466,,,5065
568,467,,,5066
568,468,,,5067
568,485,,,5068
568,486,,,5069
568,495,,,5070
568,496,,,5071
568,497,,,5072
569,464,,,5073
569,465,,,5074
569,466,,,5075
569,467,,,5076
569,468,,,5077
569,469,,,5078
569,470,,,5079
569,479,,,5080
569,480,,,5081
569,495,,,5082
569,496,,,5083
569,497,,,5084
570,464,,,5085
570,465,,,5086
570,466,,,5087
570,467,,,5088
570,468,,,5089
570,469,,,5090
570,470,,,5091
570,485,,,5092
570,486,,,5093
570,495,,,5094
570,496,,,5095
570,497,,,5096
571,464,,,5097
571,465,,,5098
571,466,,,5099
571,467,,,5100
571,468,,,5101
571,471,,,5102
571,472,,,5103
571,485,,,5104
571,486,,,5105
571,495,,,5106
571,496,,,5107
571,497,,,5108
572,464,,,5109
572,465,,,5110
572,466,,,5111
572,467,,,5112
572,468,,,5113
572,473,,,5114
572,474,,,5115
572,485,,,5116
572,486,,,5117
572,495,,,5118
572,496,,,5119
572,497,,,5120
573,464,,,5121
573,465,,,5122
573,466,,,5123
573,467,,,5124
573,468,,,5125
573,475,,,5126
573,476,,,5127
573,485,,,5128
573,486,,,5129
573,495,,,5130
573,496,,,5131
573,497,,,5132
574,464,,,5133
574,465,,,5134
574,466,,,5135
574,467,,,5136
574,468,,,5137
574,477,,,5138
574,478,,,5139
574,485,,,5140
574,486,,,5141
574,495,,,5142
574,496,,,5143
574,497,,,5144
575,464,,,5145
575,465,,,5146
575,466,,,5147
575,467,,,5148
575,468,,,5149
575,487,,,5150
575,488,,,5151
575,495,,,5152
575,496,,,5153
575,497,,,5154
576,464,,,5155
576,465,,,5156
576,466,,,5157
576,467,,,5158
576,468,,,5159
576,469,,,5160
576,470,,,5161
576,487,,,5162
576,488,,,5163
576,495,,,5164
576,496,,,5165
576,497,,,5166
577,464,,,5167
577,465,,,5168
577,466,,,5169
577,467,,,5170
577,468,,,5171
577,471,,,5172
577,472,,,5173
577,487,,,5174
577,488,,,5175
577,495,,,5176
577,496,,,5177
577,497,,,5178
578,464,,,5179
578,465,,,5180
578,466,,,5181
578,467,,,5182
578,468,,,5183
578,473,,,5184
578,474,,,5185
578,487,,,5186
578,488,,,5187
